duration,start_date,start_year,start_month,start_hour,weekday,start_city,end_city,subscription_type
7.9,2013-08-29,2013,8,12,4,San Francisco,San Francisco,Subscriber
7.9,2013-08-29,2013,8,18,4,San Francisco,San Francisco,Subscriber
7.916666666666667,2013-08-29,2013,8,13,4,San Francisco,San Francisco,Customer
7.916666666666667,2013-08-29,2013,8,15,4,San Francisco,San Francisco,Customer
7.916666666666667,2013-08-29,2013,8,19,4,San Francisco,San Francisco,Subscriber
7.983333333333333,2013-08-29,2013,8,17,4,San Francisco,San Francisco,Subscriber
8.016666666666667,2013-08-29,2013,8,21,4,San Francisco,San Francisco,Subscriber
8.033333333333333,2013-08-29,2013,8,17,4,San Francisco,San Francisco,Subscriber
8.083333333333334,2013-08-29,2013,8,12,4,San Francisco,San Francisco,Subscriber
8.1,2013-08-29,2013,8,14,4,San Francisco,San Francisco,Subscriber
8.1,2013-08-29,2013,8,19,4,San Francisco,San Francisco,Customer
8.15,2013-08-29,2013,8,17,4,San Francisco,San Francisco,Subscriber
8.183333333333334,2013-08-29,2013,8,15,4,San Francisco,San Francisco,Customer
8.183333333333334,2013-08-29,2013,8,21,4,San Francisco,San Francisco,Customer
8.2,2013-08-29,2013,8,17,4,San Francisco,San Francisco,Subscriber
8.283333333333333,2013-08-29,2013,8,13,4,San Francisco,San Francisco,Customer
8.333333333333334,2013-08-29,2013,8,10,4,San Francisco,San Francisco,Subscriber
8.416666666666666,2013-08-29,2013,8,12,4,San Francisco,San Francisco,Subscriber
8.466666666666667,2013-08-29,2013,8,12,4,San Francisco,San Francisco,Subscriber
8.466666666666667,2013-08-29,2013,8,16,4,San Francisco,San Francisco,Subscriber
8.533333333333333,2013-08-29,2013,8,12,4,San Francisco,San Francisco,Subscriber
8.583333333333334,2013-08-29,2013,8,15,4,San Francisco,San Francisco,Customer
8.65,2013-08-29,2013,8,14,4,San Francisco,San Francisco,Subscriber
8.666666666666666,2013-08-29,2013,8,12,4,San Francisco,San Francisco,Subscriber
8.7,2013-08-29,2013,8,16,4,San Francisco,San Francisco,Subscriber
8.716666666666667,2013-08-29,2013,8,17,4,San Jose,San Jose,Customer
8.783333333333333,2013-08-29,2013,8,19,4,San Francisco,San Francisco,Customer
8.833333333333334,2013-08-29,2013,8,15,4,San Francisco,San Francisco,Subscriber
8.85,2013-08-29,2013,8,20,4,San Francisco,San Francisco,Subscriber
8.9,2013-08-29,2013,8,12,4,San Francisco,San Francisco,Subscriber
8.916666666666666,2013-08-29,2013,8,18,4,San Francisco,San Francisco,Subscriber
8.95,2013-08-29,2013,8,12,4,San Jose,San Jose,Subscriber
8.95,2013-08-29,2013,8,20,4,San Francisco,San Francisco,Subscriber
8.966666666666667,2013-08-29,2013,8,20,4,San Francisco,San Francisco,Subscriber
9.0,2013-08-29,2013,8,12,4,San Francisco,San Francisco,Customer
9.0,2013-08-29,2013,8,12,4,San Francisco,San Francisco,Subscriber
9.016666666666667,2013-08-29,2013,8,20,4,San Francisco,San Francisco,Subscriber
9.05,2013-08-29,2013,8,17,4,San Francisco,San Francisco,Subscriber
9.083333333333334,2013-08-29,2013,8,18,4,San Francisco,San Francisco,Subscriber
9.1,2013-08-29,2013,8,18,4,San Francisco,San Francisco,Customer
9.183333333333334,2013-08-29,2013,8,17,4,San Francisco,San Francisco,Customer
9.216666666666667,2013-08-29,2013,8,16,4,San Francisco,San Francisco,Customer
9.25,2013-08-29,2013,8,20,4,San Francisco,San Francisco,Customer
9.266666666666667,2013-08-29,2013,8,12,4,San Jose,San Jose,Subscriber
9.333333333333334,2013-08-29,2013,8,17,4,San Francisco,San Francisco,Subscriber
9.333333333333334,2013-08-29,2013,8,18,4,San Francisco,San Francisco,Customer
9.35,2013-08-29,2013,8,20,4,San Francisco,San Francisco,Subscriber
9.383333333333333,2013-08-29,2013,8,12,4,San Francisco,San Francisco,Subscriber
9.383333333333333,2013-08-29,2013,8,13,4,San Jose,San Jose,Subscriber
9.383333333333333,2013-08-29,2013,8,15,4,San Francisco,San Francisco,Customer
9.383333333333333,2013-08-29,2013,8,17,4,San Francisco,San Francisco,Subscriber
9.433333333333334,2013-08-29,2013,8,17,4,San Francisco,San Francisco,Customer
9.45,2013-08-29,2013,8,13,4,San Francisco,San Francisco,Subscriber
9.5,2013-08-29,2013,8,18,4,San Francisco,San Francisco,Subscriber
9.516666666666667,2013-08-29,2013,8,12,4,San Francisco,San Francisco,Subscriber
9.533333333333333,2013-08-29,2013,8,11,4,San Francisco,San Francisco,Customer
9.533333333333333,2013-08-29,2013,8,11,4,San Francisco,San Francisco,Subscriber
9.533333333333333,2013-08-29,2013,8,17,4,San Francisco,San Francisco,Customer
9.55,2013-08-29,2013,8,22,4,San Jose,San Jose,Subscriber
9.566666666666666,2013-08-29,2013,8,10,4,San Francisco,San Francisco,Customer
9.65,2013-08-29,2013,8,12,4,San Francisco,San Francisco,Subscriber
